NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES,MES_NUM,FECHA
   Línea Express,PÚENTE INTERNACIONAL,2021,AGOSTO,50982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,50982.0,0,0,0,8,2021-08-01
Las Flores,PÚENTE INTERNACIONAL,2021,AGOSTO,44040.0,28.0,0.0,0.0,0.0,77.0,1250.0,84.0,1067.0,308.0,75,32,"2,133",0,49094.0,122,223,"74,766",8,2021-08-01
Ojinaga,PÚENTE INTERNACIONAL,2021,AGOSTO,45611.0,28.0,14.0,67.0,0.0,756.0,141.0,191.0,488.0,47.0,26,7,42,0,47418.0,"1,242",0,"4,878",8,2021-08-01
Acuña,PÚENTE INTERNACIONAL,2021,AGOSTO,112915.0,366.0,0.0,0.0,0.0,1703.0,908.0,122.0,3918.0,50.0,34,0,0,0,120016.0,"1,011",0,"6,196",8,2021-08-01
Piedras Negras,PÚENTE INTERNACIONAL,2021,AGOSTO,60383.0,44.0,0.0,0.0,0.0,184.0,0.0,1.0,1.0,0.0,0,0,0,0,60613.0,163,0,"19,126",8,2021-08-01
Dovalí Jaime Bis,PUENTE NACIONAL,2021,AGOSTO,15023.0,1376.0,11.0,0.0,0.0,565.0,124.0,9.0,41.0,21.0,2,0,21,0,17193.0,10,0,0,8,2021-08-01
Laredo,PÚENTE INTERNACIONAL,2021,AGOSTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,"126,567",8,2021-08-01
   Línea Express,PÚENTE INTERNACIONAL,2021,AGOSTO,66326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66326.0,0,0,0,8,2021-08-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,AGOSTO,167109.0,1231.0,22.0,2280.0,0.0,208.0,14.0,36.0,0.0,0.0,0,0,0,0,170900.0,"1,115",0,0,8,2021-08-01
Suchiate II,PÚENTE INTERNACIONAL,2021,AGOSTO,709.0,0.0,71.0,0.0,0.0,927.0,786.0,82.0,9646.0,1346.0,19,2,130,0,13718.0,15,98,0,8,2021-08-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,AGOSTO,5162.0,24856.0,44.0,91.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,0,"7,998",38158.0,3,0,"28,124",8,2021-08-01
Dovalí Jaime,PUENTE NACIONAL,2021,AGOSTO,187655.0,4613.0,5549.0,3281.0,8.0,20764.0,24530.0,3715.0,79248.0,13772.0,999,555,"39,105",0,383794.0,"1,730",57,0,8,2021-08-01
Camargo,PÚENTE INTERNACIONAL,2021,AGOSTO,23774.0,43.0,0.0,0.0,0.0,87.0,144.0,3.0,1664.0,36.0,13,0,"1,991",0,27755.0,294,0,"2,433",8,2021-08-01
Tampico,PUENTE NACIONAL,2021,AGOSTO,242364.0,2438.0,6955.0,1866.0,0.0,6966.0,2970.0,296.0,1178.0,396.0,17,19,791,0,266256.0,"1,073",1,0,8,2021-08-01
Tlacotalpan,PUENTE NACIONAL,2021,AGOSTO,32058.0,4320.0,967.0,15.0,0.0,1285.0,770.0,28.0,207.0,39.0,0,0,15,0,39704.0,458,0,0,8,2021-08-01
Cuauhtemoc-Osiris ,CAMINO,2021,AGOSTO,146195.0,849.0,4346.0,5953.0,1.0,14350.0,14841.0,3012.0,53921.0,10580.0,"1,493",155,"24,028",0,279724.0,"2,256",0,0,8,2021-08-01
Culiacán,PUENTE NACIONAL,2021,AGOSTO,213738.0,3641.0,5822.0,463.0,0.0,7523.0,3620.0,408.0,5846.0,1503.0,1,6,455,0,243026.0,"2,622",0,0,8,2021-08-01
Sinaloa,PUENTE NACIONAL,2021,AGOSTO,221269.0,2025.0,9576.0,3873.0,0.0,15120.0,12053.0,2508.0,56172.0,6371.0,971,149,"15,383",0,345470.0,"3,391",0,0,8,2021-08-01
Pánuco,PUENTE NACIONAL,2021,AGOSTO,125409.0,6319.0,8292.0,125.0,0.0,5590.0,2701.0,245.0,2291.0,1395.0,32,4,961,0,153364.0,898,0,0,8,2021-08-01
Alvarado,PUENTE NACIONAL,2021,AGOSTO,105207.0,8725.0,6414.0,330.0,0.0,5152.0,3689.0,168.0,2669.0,1190.0,25,1,467,0,134037.0,721,1,0,8,2021-08-01
Papaloapan,PUENTE NACIONAL,2021,AGOSTO,38655.0,8339.0,2332.0,91.0,0.0,4251.0,2955.0,127.0,2110.0,306.0,4,5,687,0,59862.0,538,0,0,8,2021-08-01
Caracol,PUENTE NACIONAL,2021,AGOSTO,130041.0,17192.0,9115.0,194.0,0.0,7628.0,5010.0,321.0,4543.0,642.0,40,96,"9,902",0,184724.0,506,407,0,8,2021-08-01
Chapalilla - Compostela ,CAMINO,2021,AGOSTO,154653.0,1945.0,8286.0,2553.0,0.0,6119.0,5732.0,492.0,6591.0,2188.0,36,3,759,0,189357.0,982,0,0,8,2021-08-01
Grijalva,PUENTE NACIONAL,2021,AGOSTO,347856.0,14791.0,10147.0,1952.0,17.0,15692.0,10088.0,1232.0,21298.0,8262.0,368,68,"12,372",0,444143.0,"2,261",63,0,8,2021-08-01
Usumacinta,PUENTE NACIONAL,2021,AGOSTO,87535.0,9862.0,3043.0,943.0,3.0,5381.0,7802.0,679.0,13732.0,3143.0,367,32,"9,456",0,141978.0,"1,271",38,0,8,2021-08-01
Cadereyta,PUENTE NACIONAL,2021,AGOSTO,116317.0,2952.0,224.0,27.0,0.0,6010.0,5766.0,1549.0,13719.0,6416.0,511,263,"6,718",0,160472.0,694,19,0,8,2021-08-01
La Piedad,PUENTE NACIONAL,2021,AGOSTO,32446.0,1012.0,999.0,301.0,0.0,3010.0,2263.0,175.0,2189.0,474.0,8,5,85,0,42967.0,193,0,0,8,2021-08-01
Tecolutla,PUENTE NACIONAL,2021,AGOSTO,106927.0,11533.0,3919.0,1205.0,0.0,6379.0,4660.0,464.0,10661.0,2611.0,46,13,"5,013",0,153431.0,710,11,0,8,2021-08-01
San Juan,PUENTE NACIONAL,2021,AGOSTO,60938.0,91.0,447.0,91.0,0.0,3362.0,1851.0,245.0,5226.0,1145.0,64,53,"8,244",0,81757.0,"1,266",730,0,8,2021-08-01
Nautla,PUENTE NACIONAL,2021,AGOSTO,115158.0,3883.0,3750.0,1400.0,1.0,7775.0,7025.0,693.0,13879.0,3821.0,156,32,"8,362",0,165935.0,"1,277",23,0,8,2021-08-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,SEPTIEMBRE,2162.0,52.0,16.0,6.0,0.0,198.0,126.0,19.0,88.0,53.0,1,1,37,0,2759.0,16,0,0,9,2021-09-01
Matamoros,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,94570.0,254.0,1.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,0,0,0,0,94885.0,118,0,"73,852",9,2021-09-01
Camargo,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,22428.0,32.0,0.0,0.0,0.0,78.0,133.0,3.0,1617.0,21.0,17,0,"2,064",0,26393.0,278,0,"2,510",9,2021-09-01
Miguel Alemán,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,41702.0,6.0,6.0,29.0,0.0,88.0,105.0,49.0,2221.0,13.0,1,0,1,0,44221.0,207,0,"17,984",9,2021-09-01
Reynosa,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,96923.0,102.0,305.0,469.0,0.0,85.0,13.0,3.0,2.0,0.0,0,0,2,0,97904.0,360,2,"99,405",9,2021-09-01
   Línea Express,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,53053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,53053.0,0,0,0,9,2021-09-01
Las Flores,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,44068.0,24.0,0.0,0.0,0.0,97.0,1148.0,79.0,822.0,510.0,74,29,"2,192",0,49043.0,112,178,"76,679",9,2021-09-01
Acuña,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,78283.0,255.0,0.0,0.0,0.0,1132.0,578.0,99.0,2858.0,33.0,25,0,0,0,83263.0,600,0,"5,181",9,2021-09-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,5118.0,24805.0,110.0,203.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,"7,980",38222.0,1,0,"28,286",9,2021-09-01
Piedras Negras,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,64297.0,56.0,0.0,0.0,0.0,194.0,0.0,10.0,0.0,0.0,0,0,0,0,64557.0,149,0,"21,332",9,2021-09-01
Laredo,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,"125,621",9,2021-09-01
   Línea Express,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,76288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,76288.0,0,0,0,9,2021-09-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,168993.0,1128.0,19.0,1776.0,0.0,207.0,17.0,50.0,1.0,0.0,0,0,1,0,172192.0,"1,004",0,0,9,2021-09-01
Suchiate II,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,643.0,0.0,100.0,1.0,0.0,746.0,761.0,61.0,9203.0,1464.0,15,0,114,0,13108.0,16,242,0,9,2021-09-01
Dovalí Jaime Bis,PUENTE NACIONAL,2021,SEPTIEMBRE,13420.0,1112.0,43.0,0.0,0.0,470.0,100.0,2.0,15.0,8.0,0,0,0,0,15170.0,4,0,0,9,2021-09-01
Ojinaga,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,42292.0,55.0,12.0,63.0,0.0,722.0,139.0,165.0,481.0,29.0,30,53,0,0,44041.0,995,0,"5,257",9,2021-09-01
Dovalí Jaime,PUENTE NACIONAL,2021,SEPTIEMBRE,173493.0,4645.0,5242.0,2950.0,1.0,20074.0,23915.0,3344.0,75851.0,13291.0,"1,062",368,"37,726",0,361962.0,"1,528",72,0,9,2021-09-01
Pánuco,PUENTE NACIONAL,2021,SEPTIEMBRE,121119.0,6588.0,7851.0,114.0,1.0,5126.0,2378.0,248.0,2545.0,1446.0,25,5,994,0,148440.0,798,19,0,9,2021-09-01
Tampico,PUENTE NACIONAL,2021,SEPTIEMBRE,217776.0,2274.0,6746.0,1706.0,0.0,6839.0,2937.0,218.0,971.0,267.0,20,37,701,0,240492.0,935,0,0,9,2021-09-01
Tlacotalpan,PUENTE NACIONAL,2021,SEPTIEMBRE,30945.0,4661.0,895.0,2.0,0.0,1107.0,805.0,22.0,199.0,34.0,0,0,25,0,38695.0,501,0,0,9,2021-09-01
Cuauhtemoc-Osiris ,CAMINO,2021,SEPTIEMBRE,126909.0,1339.0,3583.0,5361.0,0.0,13583.0,11509.0,2767.0,51402.0,9978.0,"1,303",121,"23,803",0,251658.0,"1,896",0,0,9,2021-09-01
Culiacán,PUENTE NACIONAL,2021,SEPTIEMBRE,220403.0,3645.0,5940.0,518.0,1.0,7787.0,4055.0,498.0,6029.0,1940.0,0,13,587,0,251416.0,"2,644",0,0,9,2021-09-01
Sinaloa,PUENTE NACIONAL,2021,SEPTIEMBRE,221070.0,2387.0,9110.0,3513.0,12.0,15091.0,12218.0,2817.0,55832.0,7247.0,"1,142",68,"16,670",0,347177.0,"3,382",2,0,9,2021-09-01
Alvarado,PUENTE NACIONAL,2021,SEPTIEMBRE,100635.0,9455.0,6055.0,390.0,5.0,5070.0,3682.0,181.0,2528.0,1123.0,20,1,418,0,129563.0,723,8,0,9,2021-09-01
Papaloapan,PUENTE NACIONAL,2021,SEPTIEMBRE,38562.0,8652.0,2045.0,111.0,0.0,3731.0,2816.0,153.0,1960.0,365.0,4,4,706,0,59109.0,436,0,0,9,2021-09-01
Caracol,PUENTE NACIONAL,2021,SEPTIEMBRE,128882.0,17655.0,8247.0,169.0,0.0,7790.0,5651.0,454.0,4272.0,697.0,69,115,"10,132",0,184133.0,528,408,0,9,2021-09-01
Chapalilla - Compostela ,CAMINO,2021,SEPTIEMBRE,123925.0,2206.0,7907.0,2438.0,1.0,5987.0,5086.0,512.0,6083.0,2057.0,35,4,628,0,156869.0,"1,244",0,0,9,2021-09-01
Grijalva,PUENTE NACIONAL,2021,SEPTIEMBRE,329189.0,14612.0,9414.0,1760.0,7.0,15427.0,9634.0,1239.0,20074.0,7577.0,372,76,"11,801",0,421182.0,"2,272",138,0,9,2021-09-01
Usumacinta,PUENTE NACIONAL,2021,SEPTIEMBRE,79671.0,8998.0,2749.0,802.0,1.0,5291.0,7332.0,651.0,13125.0,2643.0,338,39,"9,295",0,130935.0,"1,169",133,0,9,2021-09-01
Cadereyta,PUENTE NACIONAL,2021,SEPTIEMBRE,93870.0,2212.0,180.0,18.0,0.0,4692.0,4666.0,1459.0,11585.0,5318.0,439,297,"5,873",0,130609.0,625,30,0,9,2021-09-01
La Piedad,PUENTE NACIONAL,2021,SEPTIEMBRE,39454.0,1260.0,1457.0,443.0,0.0,4260.0,3684.0,311.0,4449.0,799.0,10,7,129,0,56263.0,275,0,0,9,2021-09-01
Tecolutla,PUENTE NACIONAL,2021,SEPTIEMBRE,96990.0,11604.0,4164.0,1202.0,6.0,6324.0,4367.0,462.0,10429.0,2462.0,64,12,"5,079",0,143165.0,761,10,0,9,2021-09-01
San Juan,PUENTE NACIONAL,2021,SEPTIEMBRE,53630.0,120.0,390.0,137.0,0.0,3236.0,1775.0,281.0,5224.0,1255.0,85,41,"8,300",0,74474.0,"1,429",703,0,9,2021-09-01
