NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES,MES_NUM,FECHA
San Juan,PUENTE NACIONAL,2023,FEBRERO,48558.0,176.0,544.0,201.0,0.0,2849.0,1776.0,213.0,4966.0,809.0,71,81,"7,023",0,67267.0,"1,097",873,0,2,2023-02-01
Nautla,PUENTE NACIONAL,2023,FEBRERO,60876.0,3668.0,3688.0,257.0,1.0,4247.0,3046.0,398.0,6038.0,1126.0,23,11,"1,486",0,84865.0,915,6,0,2,2023-02-01
   Línea Express,PÚENTE INTERNACIONAL,2023,MARZO,67873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,67873.0,0,0,0,3,2023-03-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,MARZO,2518.0,70.0,9.0,0.0,0.0,179.0,140.0,14.0,221.0,58.0,2,1,91,0,3303.0,6,0,0,3,2023-03-01
Matamoros,PÚENTE INTERNACIONAL,2023,MARZO,104711.0,292.0,1.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0,0,1,0,105042.0,177,1,"139,741",3,2023-03-01
Camargo,PÚENTE INTERNACIONAL,2023,MARZO,33758.0,54.0,0.0,0.0,0.0,53.0,155.0,2.0,1435.0,4.0,18,1,"1,990",0,37470.0,334,0,"2,874",3,2023-03-01
Miguel Alemán,PÚENTE INTERNACIONAL,2023,MARZO,56719.0,56.0,12.0,79.0,0.0,149.0,122.0,23.0,2875.0,19.0,1,0,0,0,60055.0,345,0,"17,548",3,2023-03-01
Reynosa,PÚENTE INTERNACIONAL,2023,MARZO,150170.0,267.0,137.0,904.0,2.0,104.0,14.0,8.0,0.0,0.0,0,0,0,0,151606.0,594,0,"182,084",3,2023-03-01
Las Flores,PÚENTE INTERNACIONAL,2023,MARZO,49692.0,70.0,0.0,0.0,0.0,89.0,157.0,20.0,1354.0,555.0,17,6,"2,330",0,54290.0,129,158,"120,771",3,2023-03-01
Suchiate II,PÚENTE INTERNACIONAL,2023,MARZO,1696.0,0.0,162.0,6.0,0.0,1090.0,948.0,97.0,11497.0,2078.0,33,4,49,0,17660.0,80,222,0,3,2023-03-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,MARZO,6670.0,40106.0,87.0,99.0,0.0,20.0,1.0,0.0,0.0,0.0,0,0,0,"7,716",54699.0,7,0,"34,508",3,2023-03-01
Piedras Negras,PÚENTE INTERNACIONAL,2023,MARZO,105198.0,131.0,0.0,0.0,0.0,207.0,0.0,2.0,0.0,0.0,0,0,0,0,105538.0,224,0,"47,455",3,2023-03-01
Acuña,PÚENTE INTERNACIONAL,2023,MARZO,138178.0,471.0,1.0,0.0,0.0,1816.0,860.0,202.0,4163.0,67.0,4,0,0,0,145762.0,"1,084",0,"6,482",3,2023-03-01
Laredo,PÚENTE INTERNACIONAL,2023,MARZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,"231,351",3,2023-03-01
   Línea Express,PÚENTE INTERNACIONAL,2023,MARZO,63396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,63396.0,0,0,0,3,2023-03-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,MARZO,241979.0,1351.0,31.0,2534.0,0.0,409.0,15.0,67.0,3.0,0.0,0,0,0,0,246389.0,"1,611",0,0,3,2023-03-01
Dovalí Jaime Bis,PUENTE NACIONAL,2023,MARZO,16266.0,1749.0,68.0,1.0,0.0,609.0,141.0,40.0,1195.0,168.0,5,0,18,0,20260.0,25,3,0,3,2023-03-01
Ojinaga,PÚENTE INTERNACIONAL,2023,MARZO,57465.0,65.0,28.0,97.0,1.0,738.0,169.0,198.0,571.0,15.0,44,44,0,0,59435.0,"1,373",0,"4,371",3,2023-03-01
Dovalí Jaime,PUENTE NACIONAL,2023,MARZO,199115.0,5535.0,7615.0,3536.0,16.0,22684.0,27014.0,4979.0,88909.0,17932.0,"1,476",644,"49,553",0,429008.0,"1,920",188,0,3,2023-03-01
Tlacotalpan,PUENTE NACIONAL,2023,MARZO,38358.0,4500.0,1403.0,24.0,0.0,1528.0,2223.0,70.0,660.0,69.0,1,0,23,0,48859.0,650,0,0,3,2023-03-01
Tampico,PUENTE NACIONAL,2023,MARZO,365375.0,3218.0,7307.0,2101.0,0.0,7463.0,3609.0,251.0,1832.0,293.0,14,10,"1,320",0,392793.0,"1,245",5,0,3,2023-03-01
Cuauhtemoc-Osiris ,CAMINO,2023,MARZO,132776.0,729.0,4660.0,6575.0,0.0,14933.0,10913.0,3616.0,60413.0,11808.0,"2,054",200,"25,661",0,274338.0,"2,525",0,0,3,2023-03-01
Culiacán,PUENTE NACIONAL,2023,MARZO,244147.0,3290.0,7271.0,534.0,30.0,8040.0,4476.0,538.0,8895.0,1628.0,6,3,803,0,279661.0,"2,558",2,0,3,2023-03-01
Sinaloa,PUENTE NACIONAL,2023,MARZO,272858.0,2054.0,13957.0,4768.0,18.0,17062.0,14886.0,3728.0,72394.0,7647.0,"1,184",80,"23,037",0,433673.0,"4,665",10,0,3,2023-03-01
Pánuco,PUENTE NACIONAL,2023,MARZO,133778.0,7721.0,8295.0,87.0,12.0,5288.0,2857.0,311.0,3033.0,2046.0,33,11,"1,847",0,165319.0,"1,271",59,0,3,2023-03-01
Alvarado,PUENTE NACIONAL,2023,MARZO,118408.0,10408.0,7209.0,433.0,4.0,5109.0,5212.0,224.0,3285.0,1297.0,8,1,678,0,152276.0,"1,039",1,0,3,2023-03-01
Papaloapan,PUENTE NACIONAL,2023,MARZO,46016.0,11442.0,2897.0,110.0,9.0,4309.0,4982.0,123.0,2639.0,605.0,7,5,636,0,73780.0,"6,458",287,0,3,2023-03-01
Caracol,PUENTE NACIONAL,2023,MARZO,144500.0,23366.0,11368.0,240.0,0.0,8140.0,5888.0,365.0,5961.0,1356.0,54,62,"11,280",0,212580.0,"2,984","1,548",0,3,2023-03-01
Chapalilla - Compostela ,CAMINO,2023,MARZO,150632.0,2405.0,8987.0,1863.0,2.0,7775.0,6030.0,671.0,7574.0,3018.0,91,5,"1,327",0,190380.0,"1,063",0,0,3,2023-03-01
Grijalva,PUENTE NACIONAL,2023,MARZO,420107.0,20473.0,11809.0,2387.0,22.0,17834.0,11685.0,2100.0,24145.0,12046.0,732,139,"18,303",0,541782.0,"3,640",158,0,3,2023-03-01
Usumacinta,PUENTE NACIONAL,2023,MARZO,86533.0,11811.0,3537.0,883.0,4.0,5619.0,6609.0,1178.0,18205.0,6005.0,685,97,"16,043",0,157209.0,"1,538",97,0,3,2023-03-01
Cadereyta,PUENTE NACIONAL,2023,MARZO,136418.0,3396.0,321.0,68.0,0.0,8252.0,5709.0,1414.0,11200.0,5559.0,285,288,"5,032",0,177942.0,996,24,0,3,2023-03-01
La Piedad,PUENTE NACIONAL,2023,MARZO,73860.0,1926.0,4056.0,1069.0,0.0,7795.0,7085.0,642.0,9929.0,1751.0,27,13,244,0,108397.0,572,0,0,3,2023-03-01
Tecolutla,PUENTE NACIONAL,2023,MARZO,94045.0,15068.0,4511.0,458.0,6.0,5072.0,3614.0,486.0,6930.0,1389.0,17,6,"1,516",0,133118.0,657,0,0,3,2023-03-01
San Juan,PUENTE NACIONAL,2023,MARZO,53788.0,233.0,705.0,224.0,0.0,3261.0,1782.0,311.0,5440.0,949.0,88,113,"8,328",0,75222.0,"1,319","1,039",0,3,2023-03-01
Nautla,PUENTE NACIONAL,2023,MARZO,71001.0,4300.0,3756.0,328.0,0.0,4748.0,3492.0,460.0,6998.0,1308.0,31,7,"1,713",0,98142.0,"1,045",1,0,3,2023-03-01
Matamoros,PÚENTE INTERNACIONAL,2023,ABRIL,105567.0,251.0,0.0,0.0,0.0,77.0,0.0,3.0,0.0,0.0,0,0,0,0,105898.0,201,0,"136,913",4,2023-04-01
Camargo,PÚENTE INTERNACIONAL,2023,ABRIL,33380.0,32.0,0.0,0.0,0.0,48.0,107.0,7.0,1429.0,12.0,22,5,"1,876",0,36918.0,332,0,"2,893",4,2023-04-01
Miguel Alemán,PÚENTE INTERNACIONAL,2023,ABRIL,55664.0,48.0,10.0,75.0,0.0,130.0,109.0,31.0,2670.0,8.0,0,0,0,0,58745.0,301,0,"17,705",4,2023-04-01
Reynosa,PÚENTE INTERNACIONAL,2023,ABRIL,151626.0,259.0,185.0,867.0,0.0,88.0,5.0,5.0,2.0,0.0,0,0,0,0,153037.0,494,0,"177,097",4,2023-04-01
   Línea Express,PÚENTE INTERNACIONAL,2023,ABRIL,65248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,65248.0,0,0,0,4,2023-04-01
Las Flores,PÚENTE INTERNACIONAL,2023,ABRIL,46819.0,50.0,0.0,0.0,0.0,74.0,97.0,20.0,872.0,520.0,16,7,"1,389",0,49864.0,156,53,"93,232",4,2023-04-01
Ojinaga,PÚENTE INTERNACIONAL,2023,ABRIL,57866.0,46.0,34.0,112.0,4.0,755.0,152.0,179.0,515.0,32.0,15,38,0,0,59748.0,"1,466",0,"4,545",4,2023-04-01
Acuña,PÚENTE INTERNACIONAL,2023,ABRIL,136140.0,459.0,1.0,1.0,0.0,1733.0,706.0,182.0,3700.0,42.0,2,1,0,0,142967.0,"1,037",0,"6,740",4,2023-04-01
Piedras Negras,PÚENTE INTERNACIONAL,2023,ABRIL,108089.0,149.0,5.0,0.0,0.0,193.0,1.0,1.0,0.0,0.0,0,0,0,0,108438.0,178,0,"43,665",4,2023-04-01
Laredo,PÚENTE INTERNACIONAL,2023,ABRIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,"220,810",4,2023-04-01
   Línea Express,PÚENTE INTERNACIONAL,2023,ABRIL,66013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66013.0,0,0,0,4,2023-04-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,ABRIL,249643.0,1258.0,13.0,2476.0,0.0,314.0,11.0,57.0,3.0,0.0,0,0,0,0,253775.0,"1,463",0,0,4,2023-04-01
Suchiate II,PÚENTE INTERNACIONAL,2023,ABRIL,1176.0,0.0,110.0,2.0,0.0,720.0,820.0,67.0,9446.0,1603.0,19,0,51,0,14014.0,38,335,0,4,2023-04-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,ABRIL,2883.0,67.0,19.0,3.0,0.0,148.0,225.0,13.0,197.0,53.0,2,3,79,0,3692.0,19,0,0,4,2023-04-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,ABRIL,6800.0,36272.0,59.0,49.0,1.0,7.0,1.0,1.0,0.0,0.0,0,0,0,"7,274",50464.0,6,0,"31,087",4,2023-04-01
Dovalí Jaime Bis,PUENTE NACIONAL,2023,ABRIL,14199.0,1579.0,67.0,5.0,0.0,467.0,125.0,34.0,894.0,67.0,9,0,6,0,17452.0,31,0,0,4,2023-04-01
Dovalí Jaime,PUENTE NACIONAL,2023,ABRIL,221681.0,5733.0,8282.0,3889.0,21.0,20495.0,24509.0,5047.0,82762.0,17294.0,"1,450",747,"48,018",0,439928.0,"1,789",174,0,4,2023-04-01
Chapalilla - Compostela ,CAMINO,2023,ABRIL,213706.0,2592.0,11225.0,2970.0,17.0,6702.0,5339.0,583.0,7205.0,2946.0,90,7,"1,213",0,254595.0,"1,100",0,0,4,2023-04-01
Cuauhtemoc-Osiris ,CAMINO,2023,ABRIL,150820.0,1501.0,5047.0,6877.0,0.0,13585.0,10245.0,3623.0,55585.0,10784.0,"2,092",164,"24,699",0,285022.0,"2,561",0,0,4,2023-04-01
Culiacán,PUENTE NACIONAL,2023,ABRIL,240027.0,3921.0,6518.0,550.0,10.0,6780.0,3750.0,478.0,7575.0,1519.0,2,3,559,0,271692.0,"2,651",0,0,4,2023-04-01
Sinaloa,PUENTE NACIONAL,2023,ABRIL,295139.0,2914.0,12893.0,4997.0,22.0,14966.0,13065.0,3070.0,64191.0,6583.0,"1,228",80,"20,758",0,439906.0,"6,082",5,0,4,2023-04-01
Pánuco,PUENTE NACIONAL,2023,ABRIL,138663.0,7512.0,8259.0,221.0,4.0,4692.0,2549.0,269.0,2695.0,1829.0,24,2,"1,571",0,168290.0,"1,119",42,0,4,2023-04-01
Alvarado,PUENTE NACIONAL,2023,ABRIL,141641.0,10843.0,7802.0,549.0,7.0,4385.0,5048.0,196.0,2855.0,1196.0,9,3,327,0,174861.0,933,1,0,4,2023-04-01
Papaloapan,PUENTE NACIONAL,2023,ABRIL,47058.0,11367.0,2953.0,125.0,6.0,4045.0,4802.0,155.0,2463.0,460.0,8,4,510,0,73956.0,"4,670",260,0,4,2023-04-01
Caracol,PUENTE NACIONAL,2023,ABRIL,145964.0,22300.0,11380.0,245.0,0.0,7346.0,5261.0,351.0,5469.0,1263.0,41,65,"10,742",0,210427.0,"2,490","1,294",0,4,2023-04-01
Tlacotalpan,PUENTE NACIONAL,2023,ABRIL,43989.0,4439.0,1374.0,37.0,1.0,1079.0,1309.0,16.0,539.0,57.0,1,0,13,0,52854.0,387,0,0,4,2023-04-01
Grijalva,PUENTE NACIONAL,2023,ABRIL,422028.0,19852.0,12119.0,2544.0,28.0,16188.0,10848.0,2060.0,22636.0,11705.0,699,139,"18,235",0,539081.0,"3,296",165,0,4,2023-04-01
Usumacinta,PUENTE NACIONAL,2023,ABRIL,100451.0,11502.0,4300.0,1170.0,9.0,5002.0,6611.0,1233.0,16998.0,6446.0,665,103,"15,185",0,169675.0,"1,413",101,0,4,2023-04-01
Cadereyta,PUENTE NACIONAL,2023,ABRIL,136735.0,3608.0,301.0,66.0,2.0,7516.0,5084.0,1301.0,10781.0,5267.0,228,268,"4,503",0,175660.0,998,50,0,4,2023-04-01
La Piedad,PUENTE NACIONAL,2023,ABRIL,69373.0,1991.0,3819.0,1183.0,0.0,6927.0,6457.0,649.0,9225.0,1475.0,32,14,315,0,101460.0,499,0,0,4,2023-04-01
Tecolutla,PUENTE NACIONAL,2023,ABRIL,110805.0,13449.0,4165.0,512.0,8.0,4419.0,3007.0,443.0,6335.0,1182.0,18,4,"1,320",0,145667.0,510,3,0,4,2023-04-01
San Juan,PUENTE NACIONAL,2023,ABRIL,52080.0,239.0,479.0,226.0,0.0,2955.0,1590.0,236.0,4896.0,708.0,39,68,"7,222",0,70738.0,"1,181",709,0,4,2023-04-01
Tampico,PUENTE NACIONAL,2023,ABRIL,389871.0,3236.0,8184.0,2551.0,1.0,6925.0,3533.0,241.0,1830.0,315.0,17,1,"1,466",0,418171.0,"1,363",32,0,4,2023-04-01
Nautla,PUENTE NACIONAL,2023,ABRIL,83350.0,4320.0,3166.0,356.0,2.0,4354.0,3331.0,424.0,6377.0,1114.0,22,0,"1,513",0,108329.0,973,2,0,4,2023-04-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,MAYO,2457.0,64.0,39.0,3.0,0.0,178.0,203.0,18.0,123.0,59.0,0,3,69,0,3216.0,9,0,0,5,2023-05-01
Matamoros,PÚENTE INTERNACIONAL,2023,MAYO,92837.0,210.0,0.0,0.0,0.0,89.0,0.0,5.0,0.0,0.0,0,0,0,0,93141.0,165,0,"141,773",5,2023-05-01
Camargo,PÚENTE INTERNACIONAL,2023,MAYO,33490.0,22.0,0.0,0.0,0.0,50.0,172.0,4.0,1525.0,12.0,14,2,"2,087",0,37378.0,309,0,"2,802",5,2023-05-01
Miguel Alemán,PÚENTE INTERNACIONAL,2023,MAYO,57671.0,44.0,12.0,84.0,0.0,148.0,130.0,41.0,3299.0,18.0,0,0,0,0,61447.0,282,0,"18,509",5,2023-05-01
Reynosa,PÚENTE INTERNACIONAL,2023,MAYO,131658.0,276.0,183.0,853.0,2.0,76.0,9.0,6.0,1.0,0.0,0,0,1,0,133065.0,436,1,"180,126",5,2023-05-01
   Línea Express,PÚENTE INTERNACIONAL,2023,MAYO,63497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,63497.0,0,0,0,5,2023-05-01
Las Flores,PÚENTE INTERNACIONAL,2023,MAYO,44423.0,67.0,0.0,0.0,0.0,71.0,199.0,28.0,1206.0,744.0,23,14,"1,283",0,48058.0,161,54,"79,513",5,2023-05-01
Acuña,PÚENTE INTERNACIONAL,2023,MAYO,140134.0,474.0,2.0,0.0,0.0,1757.0,925.0,186.0,4154.0,22.0,4,0,1,0,147659.0,"1,085",1,"7,008",5,2023-05-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,MAYO,5929.0,40196.0,62.0,40.0,0.0,12.0,2.0,0.0,0.0,0.0,0,0,0,"6,976",53217.0,3,0,"32,784",5,2023-05-01
Piedras Negras,PÚENTE INTERNACIONAL,2023,MAYO,110428.0,172.0,2.0,0.0,0.0,183.0,2.0,5.0,0.0,0.0,0,0,0,0,110792.0,185,0,"43,628",5,2023-05-01
Laredo,PÚENTE INTERNACIONAL,2023,MAYO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,"227,402",5,2023-05-01
   Línea Express,PÚENTE INTERNACIONAL,2023,MAYO,70398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70398.0,0,0,0,5,2023-05-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,MAYO,255001.0,1284.0,17.0,2485.0,0.0,388.0,5.0,71.0,4.0,0.0,0,0,0,0,259255.0,"1,547",0,0,5,2023-05-01
Suchiate II,PÚENTE INTERNACIONAL,2023,MAYO,1396.0,0.0,112.0,5.0,0.0,799.0,1047.0,60.0,10806.0,2067.0,25,3,70,0,16390.0,41,638,0,5,2023-05-01
Dovalí Jaime Bis,PUENTE NACIONAL,2023,MAYO,16716.0,1791.0,25.0,1.0,0.0,644.0,114.0,24.0,1126.0,25.0,2,0,18,0,20486.0,6,0,0,5,2023-05-01
Ojinaga,PÚENTE INTERNACIONAL,2023,MAYO,59620.0,50.0,31.0,108.0,1.0,783.0,148.0,195.0,653.0,7.0,7,42,38,0,61683.0,"1,232",0,"4,610",5,2023-05-01
Tlacotalpan,PUENTE NACIONAL,2023,MAYO,39928.0,5163.0,1450.0,41.0,1.0,1193.0,1020.0,29.0,370.0,59.0,0,1,37,0,49292.0,445,0,0,5,2023-05-01
Cadereyta,PUENTE NACIONAL,2023,MAYO,144659.0,4343.0,384.0,24.0,1.0,8806.0,5537.0,1176.0,11812.0,6021.0,95,110,"5,829",0,188797.0,829,1,0,5,2023-05-01
Tampico,PUENTE NACIONAL,2023,MAYO,265450.0,3394.0,7719.0,2192.0,1.0,7267.0,3700.0,221.0,1862.0,275.0,14,4,"1,809",0,293908.0,"1,133",0,0,5,2023-05-01
Chapalilla - Compostela ,CAMINO,2023,MAYO,166135.0,2494.0,11928.0,3291.0,7.0,7220.0,5777.0,779.0,7831.0,3263.0,81,5,"1,065",0,209876.0,876,0,0,5,2023-05-01
Cuauhtemoc-Osiris ,CAMINO,2023,MAYO,142664.0,848.0,4711.0,6729.0,0.0,15277.0,11806.0,3849.0,61401.0,12126.0,"1,970",148,"26,222",0,287751.0,"2,717",0,0,5,2023-05-01
Culiacán,PUENTE NACIONAL,2023,MAYO,244677.0,3567.0,6962.0,551.0,23.0,7915.0,3938.0,588.0,7716.0,1680.0,1,5,629,0,278252.0,"2,322",1,0,5,2023-05-01
Sinaloa,PUENTE NACIONAL,2023,MAYO,260882.0,1982.0,12946.0,4936.0,24.0,15960.0,12653.0,3303.0,65321.0,6983.0,"1,186",82,"19,397",0,405655.0,"4,104",16,0,5,2023-05-01
Dovalí Jaime,PUENTE NACIONAL,2023,MAYO,200629.0,5890.0,7012.0,3292.0,15.0,22393.0,26308.0,5340.0,89560.0,19068.0,"1,760",670,"50,004",0,431941.0,"1,832",236,0,5,2023-05-01
Alvarado,PUENTE NACIONAL,2023,MAYO,126313.0,11632.0,7900.0,531.0,1.0,4952.0,4493.0,226.0,2697.0,1337.0,26,9,528,0,160645.0,845,0,0,5,2023-05-01
Papaloapan,PUENTE NACIONAL,2023,MAYO,51300.0,12213.0,3697.0,182.0,4.0,4505.0,4351.0,166.0,2431.0,434.0,6,4,690,0,79983.0,"1,958",32,0,5,2023-05-01
Pánuco,PUENTE NACIONAL,2023,MAYO,137203.0,8663.0,8174.0,103.0,8.0,4912.0,3009.0,293.0,2839.0,1964.0,42,4,"1,332",0,168546.0,"1,032",25,0,5,2023-05-01
Nautla,PUENTE NACIONAL,2023,MAYO,76295.0,4793.0,3122.0,328.0,6.0,5100.0,3379.0,470.0,6687.0,1174.0,26,12,"1,620",0,103012.0,"1,123",3,0,5,2023-05-01
Grijalva,PUENTE NACIONAL,2023,MAYO,417229.0,20389.0,12449.0,2169.0,29.0,17675.0,13382.0,2193.0,24720.0,12441.0,898,155,"20,614",0,544343.0,"3,575",298,0,5,2023-05-01
Usumacinta,PUENTE NACIONAL,2023,MAYO,89801.0,12570.0,3588.0,901.0,3.0,5787.0,7314.0,1187.0,17767.0,6478.0,841,108,"16,058",0,162403.0,"1,428",226,0,5,2023-05-01
La Piedad,PUENTE NACIONAL,2023,MAYO,72940.0,2221.0,3738.0,1005.0,1.0,7546.0,6899.0,725.0,9972.0,1708.0,18,9,346,0,107128.0,525,0,0,5,2023-05-01
Tecolutla,PUENTE NACIONAL,2023,MAYO,98003.0,15171.0,4066.0,560.0,5.0,4748.0,3286.0,534.0,6552.0,1292.0,19,11,"1,397",0,135644.0,611,3,0,5,2023-05-01
San Juan,PUENTE NACIONAL,2023,MAYO,49682.0,261.0,612.0,231.0,0.0,3211.0,1741.0,242.0,5293.0,832.0,45,104,"9,136",0,71390.0,"1,127","1,015",0,5,2023-05-01
Caracol,PUENTE NACIONAL,2023,MAYO,144303.0,24409.0,11300.0,280.0,0.0,7574.0,5665.0,355.0,5892.0,1162.0,65,88,"10,984",0,212077.0,"1,660",886,0,5,2023-05-01
   Línea Express,PÚENTE INTERNACIONAL,2023,JUNIO,52889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52889.0,0,0,0,6,2023-06-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,JUNIO,2664.0,62.0,24.0,1.0,0.0,174.0,190.0,14.0,121.0,55.0,2,5,77,0,3389.0,18,0,0,6,2023-06-01
Matamoros,PÚENTE INTERNACIONAL,2023,JUNIO,76546.0,288.0,0.0,0.0,0.0,67.0,0.0,1.0,0.0,0.0,0,0,0,0,76902.0,150,0,"129,058",6,2023-06-01
Camargo,PÚENTE INTERNACIONAL,2023,JUNIO,30222.0,23.0,0.0,0.0,0.0,58.0,140.0,9.0,1378.0,17.0,20,3,"1,957",0,33827.0,294,0,"1,897",6,2023-06-01
Miguel Alemán,PÚENTE INTERNACIONAL,2023,JUNIO,51508.0,53.0,15.0,69.0,0.0,122.0,167.0,41.0,3135.0,17.0,2,0,0,0,55129.0,274,0,"11,095",6,2023-06-01
Reynosa,PÚENTE INTERNACIONAL,2023,JUNIO,131721.0,365.0,180.0,881.0,0.0,40.0,9.0,5.0,0.0,0.0,0,0,0,0,133201.0,488,0,"163,735",6,2023-06-01
Las Flores,PÚENTE INTERNACIONAL,2023,JUNIO,45842.0,49.0,0.0,0.0,0.0,90.0,595.0,33.0,789.0,647.0,32,19,"1,280",0,49376.0,169,123,"79,194",6,2023-06-01
Dovalí Jaime Bis,PUENTE NACIONAL,2023,JUNIO,17662.0,1796.0,27.0,0.0,0.0,555.0,104.0,29.0,1203.0,27.0,4,0,8,0,21415.0,36,0,0,6,2023-06-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,JUNIO,6005.0,39531.0,61.0,57.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,"7,539",53208.0,4,0,"33,950",6,2023-06-01
Piedras Negras,PÚENTE INTERNACIONAL,2023,JUNIO,100625.0,127.0,3.0,0.0,0.0,205.0,0.0,3.0,0.0,0.0,0,0,0,0,100963.0,175,0,"42,848",6,2023-06-01
Acuña,PÚENTE INTERNACIONAL,2023,JUNIO,141098.0,409.0,0.0,0.0,0.0,1778.0,842.0,184.0,4156.0,12.0,2,0,0,0,148481.0,"1,001",0,"6,466",6,2023-06-01
Laredo,PÚENTE INTERNACIONAL,2023,JUNIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,"201,924",6,2023-06-01
   Línea Express,PÚENTE INTERNACIONAL,2023,JUNIO,56418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56418.0,0,0,0,6,2023-06-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,JUNIO,249408.0,1195.0,33.0,2650.0,0.0,373.0,14.0,63.0,3.0,0.0,0,0,1,0,253740.0,"1,592",0,0,6,2023-06-01
Suchiate II,PÚENTE INTERNACIONAL,2023,JUNIO,1426.0,1.0,140.0,3.0,0.0,904.0,986.0,81.0,10513.0,1963.0,13,6,55,0,16091.0,38,908,0,6,2023-06-01
Ojinaga,PÚENTE INTERNACIONAL,2023,JUNIO,56977.0,31.0,27.0,117.0,0.0,718.0,146.0,169.0,500.0,8.0,4,65,3,0,58765.0,"1,206",0,"4,006",6,2023-06-01
Dovalí Jaime,PUENTE NACIONAL,2023,JUNIO,190456.0,5555.0,6999.0,3210.0,12.0,22196.0,25685.0,5226.0,91999.0,18348.0,"1,762",647,"48,477",0,420572.0,"1,827",260,0,6,2023-06-01
Chapalilla - Compostela ,CAMINO,2023,JUNIO,160443.0,8272.0,11511.0,3222.0,6.0,6948.0,5982.0,717.0,7651.0,3356.0,75,6,924,0,209113.0,879,0,0,6,2023-06-01
Tampico,PUENTE NACIONAL,2023,JUNIO,234035.0,3331.0,7286.0,2100.0,1.0,6911.0,3904.0,260.0,1950.0,311.0,19,3,"1,660",0,261771.0,"1,206",0,0,6,2023-06-01
Cuauhtemoc-Osiris ,CAMINO,2023,JUNIO,126841.0,789.0,4374.0,6226.0,0.0,14217.0,13565.0,3913.0,58505.0,11140.0,"1,977",199,"24,351",0,266097.0,"2,623",0,0,6,2023-06-01
Culiacán,PUENTE NACIONAL,2023,JUNIO,233796.0,3261.0,6599.0,510.0,17.0,8116.0,4041.0,608.0,7105.0,1455.0,4,1,625,0,266138.0,"2,433",0,0,6,2023-06-01
Sinaloa,PUENTE NACIONAL,2023,JUNIO,250507.0,1797.0,12027.0,4661.0,16.0,15846.0,15180.0,3227.0,60932.0,6915.0,"1,064",73,"16,765",0,389010.0,"3,843",30,0,6,2023-06-01
Pánuco,PUENTE NACIONAL,2023,JUNIO,131363.0,8061.0,7699.0,116.0,3.0,4951.0,2568.0,319.0,2881.0,2057.0,50,4,"1,175",0,161247.0,"1,142",17,0,6,2023-06-01
Alvarado,PUENTE NACIONAL,2023,JUNIO,117830.0,10977.0,7429.0,485.0,4.0,4814.0,4007.0,260.0,2481.0,1032.0,33,5,216,0,149573.0,840,16,0,6,2023-06-01
Papaloapan,PUENTE NACIONAL,2023,JUNIO,44548.0,10791.0,3407.0,259.0,0.0,4234.0,4090.0,194.0,3264.0,550.0,29,10,"1,171",0,72547.0,538,5,0,6,2023-06-01
